,el_kWh,Qh_40_kWh,Qh_60_kWh,Qc_kWh
6727,753.982,0,193.127,0
6728,712.254,0,320.283,0
6729,713.37,0,324.693,0
6730,713.346,0,299.573,0
6731,714.463,0,337.716,0
6732,1062.436,0,326.36,0
6733,770.949,0,290.397,0
6734,713.194,0,222.256,0
6735,711.965,0,189.054,0
6736,711.042,0,231.4,0
6737,755.672,0,296.382,0
6738,1042.437,0,360.611,0
6739,1138.447,0,285.455,0
6740,446.666,0,171.09,0
6741,445.846,0,172.189,0
6742,445.3,0,123.013,0
6743,390.591,0,66.757,0
6744,388.023,0,35.883,0
6745,388.019,0,27.277,0
6746,388.016,0,21.867,0
6747,388.008,0,15.17,0
6748,388.008,0,15.183,0
6749,435.476,0,21.883,0
6750,729.436,0,62.822,0
6751,438.378,0,145.061,0
6752,388.12,0,227.979,0
6753,388.156,0,299.956,0
6754,388.17,0,327.44,0
6755,388.174,0,335.01,0
6756,726.64,0,264.305,0
6757,439.108,0,255.33,0
6758,388.115,0,214.071,0
6759,388.106,0,192.651,0
6760,388.067,0,117.698,0
6761,435.275,0,187.321,0
6762,717.594,0,249.289,0
6763,817.695,0,267.665,0
6764,435.333,0,151.362,0
6765,434.309,0,132.287,0
6766,434.398,0,123.137,0
6767,388.032,0,59.766,0
6768,388.02,0,28.548,0
6769,388.013,0,17.614,0
6770,388.008,0,19.137,0
6771,388.008,0,19.147,0
6772,388.009,0,15.087,0
6773,435.164,0,124.32,0
6774,713.583,0,325.275,0
6775,963.672,0,334.314,0
6776,1452.018,0,347.985,0
6777,1759.047,0,365.05,0
6778,2033.151,0,345.404,0
6779,1740.021,0,308.203,0
6780,1439.771,0,304.236,0
6781,1517.302,0,325.203,0
6782,2038.774,0,297.032,0
6783,1742.459,0,256.048,0
6784,1512.265,0,227.727,0
6785,972.455,0,242.031,0
6786,1050.253,0,285.211,0
6787,1149.787,0,285.105,0
6788,446.404,0,229.708,0
6789,445.35,0,181.371,0
6790,444.752,0,95.383,0
6791,390.464,0,68.48,0
6792,388.02,0,28.51,0
6793,388.013,0,17.594,0
6794,388.008,0,19.043,0
6795,388.008,0,19.059,0
6796,388.009,0,15.021,0
6797,435.332,0,124.193,0
6798,717.185,0,324.981,0
6799,964.821,0,323.406,0
6800,1452.599,0,347.919,0
6801,1762.896,0,365.186,0
6802,2037.391,0,345.701,0
6803,1738.443,0,308.591,0
6804,1441.405,0,304.66,0
6805,1511.332,0,325.698,0
6806,2036.774,0,297.533,0
6807,1743.673,0,256.457,0
6808,1515.021,0,228.008,0
6809,968.867,0,242.212,0
6810,1048.814,0,285.387,0
6811,1140.836,0,285.287,0
6812,447.488,0,229.85,0
6813,446.025,0,181.481,0
6814,445.618,0,95.443,0
6815,390.676,0,68.533,0
6816,388.02,0,28.551,0
6817,388.013,0,17.646,0
6818,388.008,0,19.283,0
6819,388.008,0,19.32,0
6820,388.009,0,15.196,0
6821,435.168,0,124.474,0
6822,716.929,0,325.648,0
6823,960.947,0,324.128,0
6824,1447.175,0,348.262,0
6825,1754.846,0,365.289,0
6826,2029.312,0,345.574,0
6827,1739.044,0,308.271,0
6828,1441.845,0,304.238,0
6829,1512.819,0,325.145,0
6830,2042.895,0,296.895,0
6831,1746.373,0,255.952,0
6832,1514.408,0,227.713,0
6833,968.21,0,242.112,0
6834,1039.862,0,285.322,0
6835,1141.232,0,285.255,0
6836,446.5,0,229.873,0
6837,446.615,0,181.521,0
6838,445.675,0,95.483,0
6839,390.436,0,68.576,0
6840,388.02,0,28.567,0
6841,388.013,0,17.646,0
6842,388.008,0,19.251,0
6843,388.008,0,19.261,0
6844,388.009,0,15.145,0
6845,435.622,0,124.356,0
6846,716.978,0,325.342,0
6847,961.723,0,323.902,0
6848,1455.344,0.054,348.33,0
6849,1764.441,0.825,365.601,0
6850,2042.1,1.052,346.072,0
6851,1747.707,1.217,308.91,0
6852,1437.907,0,304.992,0
6853,1516.606,0,325.754,0
6854,2049.695,0,297.415,0
6855,1749.855,0,256.262,0
6856,1518.092,0,227.856,0
6857,971.99,0,242.159,0
6858,1046.804,0,285.358,0
6859,1141.568,0,285.262,0
6860,446.718,0,229.872,0
6861,446.083,0,181.512,0
6862,445.464,0,95.466,0
6863,390.563,0,68.562,0
6864,388.02,0,28.564,0
6865,388.013,0,17.659,0
6866,388.008,0,19.306,0
6867,388.008,0,19.327,0
6868,388.009,0,15.186,0
6869,435.265,0,124.401,0
6870,723.949,0,325.458,0
6871,965.669,2.491,323.98,0
6872,1449.477,4.162,348.42,0
6873,1755.67,5.037,365.683,0
6874,2032.019,5.551,346.176,0
6875,1743.547,5.633,309.017,0
6876,1440.556,0,304.985,0
6877,1511.567,0,325.83,0
6878,2038.498,0.647,297.526,0
6879,1746.986,1.56,256.404,0
6880,1514.627,1.875,228.002,0
6881,971.902,0.31,242.309,0
6882,1050.373,0,285.521,0
6883,1152.409,0,285.439,0
6884,447.429,0,230.022,0
6885,446.357,0,181.639,0
6886,445.154,0,95.544,0
6887,390.422,0,68.625,0
6888,388.02,0,27.75,0
6889,388.02,0,30.328,0
6890,388.016,0,20.507,0
6891,388.008,0,15.615,0
6892,388.008,0,15.626,0
6893,435.605,0,35.588,0
6894,722.576,0.464,92.98,0
6895,754.679,10.125,193.397,0
6896,713.457,15.579,320.812,0
6897,715.961,17.1,325.363,0
6898,715.281,16.994,300.293,0
6899,716.123,17.546,338.601,0
6900,1070.218,0,327.359,0
6901,771.159,1.11,291.134,0
6902,713.675,4.363,222.762,0
6903,713.555,5.779,189.454,0
6904,711.707,7.11,231.822,0
6905,757.705,2.467,296.87,0
6906,1039.877,0,361.184,0
6907,1128.039,0,285.872,0
6908,445.499,1.538,171.325,0
6909,445.83,0,172.415,0
6910,444.463,0,123.172,0
6911,390.492,0,66.859,0
6912,388.023,0,35.966,0
6913,388.019,0,27.367,0
6914,388.016,0,21.972,0
6915,388.008,0,15.409,0
6916,388.008,0,15.42,0
6917,434.731,0,21.99,0
6918,721.419,2.058,62.929,0
6919,437.855,22.715,145.248,0
6920,388.991,30.151,228.313,0
6921,389.027,28.232,300.44,0
6922,389.042,26.369,328.035,0
6923,389.046,21.591,335.585,0
6924,730.024,0,264.727,0
6925,439.552,0.588,255.667,0
6926,388.609,6.492,214.255,0
6927,388.712,10.809,192.823,0
6928,388.784,15.087,117.835,0
6929,437.93,5.153,187.536,0
6930,718.621,0,249.556,0
6931,804.985,0,267.95,0
6932,435.529,2.028,151.516,0
6933,435.126,0,132.423,0
6934,435.337,0,123.253,0
6935,388.032,0,59.837,0
6936,388.02,0,28.612,0
6937,388.013,0,17.709,0
6938,388.008,0,19.448,0
6939,388.008,0,19.452,0
6940,388.009,0,15.245,0
6941,436.008,0,124.384,0
6942,717.758,0,325.431,0
6943,971.211,205.624,334.863,0
6944,1457.432,162.469,348.518,0
6945,1763.574,109.667,365.748,0
6946,2037.472,79.186,346.183,0
6947,1744.145,73.975,308.983,0
6948,1443.848,86.45,304.981,0
6949,1519.736,43.554,326.035,0
6950,2043.703,23.167,297.868,0
6951,1751.543,34.838,256.728,0
6952,1518.259,35.664,228.269,0
6953,973.049,45.409,242.479,0
6954,1048.138,0,285.634,0
6955,1134.805,0,285.552,0
6956,447.034,0.376,230.056,0
6957,445.76,0,181.655,0
6958,445.081,0,95.55,0
6959,390.577,0,68.617,0
6960,388.02,0,28.617,0
6961,388.013,0,17.723,0
6962,388.008,0,19.53,0
6963,388.008,0,19.536,0
6964,388.009,0,15.33,0
6965,435.192,0,124.482,0
6966,714.133,0,325.646,0
6967,968.414,184.455,324.323,0
6968,1454.286,156.245,348.797,0
6969,1765.241,116.911,366.178,0
6970,2037.925,88.601,346.663,0
6971,1744.445,92.846,309.451,0
6972,1452.345,101.301,305.464,0
6973,1523.386,64.035,326.559,0
6974,2049.505,52.436,298.421,0
6975,1750.982,71.232,257.209,0
6976,1520.123,76.8,228.703,0
6977,977.292,85.288,242.877,0
6978,1048.274,0,286.047,0
6979,1143.199,0,285.968,0
6980,447.823,24.232,230.366,0
6981,445.635,0,181.902,0
6982,445.255,0,95.705,0
6983,390.662,0,68.739,0
6984,388.02,0,28.702,0
6985,388.013,0,17.824,0
6986,388.008,0,19.768,0
6987,388.008,0,19.793,0
6988,388.009,0,15.457,0
6989,435.094,0,124.702,0
6990,725.336,13.745,326.163,0
6991,975.211,338.884,324.969,0
6992,1460.687,280.427,349.07,0
6993,1766.415,196.459,366.266,0
6994,2043.724,118.802,346.536,0
6995,1744.895,88.818,309.167,0
6996,1446.169,67.841,305.118,0
6997,1523.501,18.296,326.116,0
6998,2045.736,31.228,297.931,0
6999,1751.548,42.531,256.798,0
7000,1519.921,56.76,228.411,0
7001,979.696,52.523,242.707,0
7002,1039.686,0,285.954,0
7003,1139.427,0,285.91,0
7004,448.867,34.155,230.373,0
7005,445.605,0,181.944,0
7006,444.85,0,95.751,0
7007,390.478,0,68.794,0
7008,388.02,0,28.744,0
7009,388.013,0,17.88,0
7010,388.008,0,19.912,0
7011,388.008,0,19.945,0
7012,388.009,0,15.55,0
7013,435.433,0,124.842,0
7014,735.232,50.722,326.48,0
7015,973.127,469.321,325.414,0
7016,1463.186,410.896,349.477,0
7017,1766.408,319.295,366.724,0
7018,2039.065,234.265,347.018,0
7019,1746.72,208.552,309.624,0
7020,1450.413,100.887,305.549,0
7021,1523.155,77.369,326.577,0
7022,2039.937,90.171,298.42,0
7023,1746.625,117.331,257.242,0
7024,1513.426,146.359,228.806,0
7025,978.001,169.178,243.087,0
7026,1048.294,0,286.286,0
7027,1136.552,0,286.181,0
7028,449.252,85.771,230.512,0
7029,446.469,0,182.031,0
7030,446.179,0,95.773,0
7031,390.605,0,68.796,0
7032,388.02,0,28.725,0
7033,388.013,0,17.837,0
7034,388.008,0,19.778,0
7035,388.008,0,19.787,0
7036,388.009,0,15.431,0
7037,435.215,0,124.615,0
7038,724.775,13.983,325.962,0
7039,969.324,383.499,324.798,0
7040,1454.512,363.069,349.04,0
7041,1764.104,312.281,366.426,0
7042,2039.047,258.842,346.875,0
7043,1745.724,254.347,309.605,0
7044,1456.078,126.311,305.579,0
7045,1522.509,162.848,326.658,0
7046,2046.87,149.007,298.508,0
7047,1751.404,177.82,257.271,0
7048,1520.428,181.51,228.765,0
7049,976.523,175.94,242.935,0
7050,1043.812,0,286.148,0
7051,1136.077,0,286.021,0
7052,449.039,78.695,230.388,0
7053,445.789,0,181.936,0
7054,444.626,0,95.729,0
7055,390.422,0,68.773,0
7056,388.02,0,27.852,0
7057,388.02,0,30.438,0
7058,388.016,0,20.639,0
7059,388.008,0,15.895,0
7060,388.008,0,15.918,0
7061,435.225,0,35.728,0
7062,722.054,54.967,93.201,0
7063,760.067,232.646,193.889,0
7064,714.777,267.35,321.504,0
7065,716.343,271.138,326.075,0
7066,715.818,259.978,300.967,0
7067,718.005,250.222,339.386,0
7068,1061.144,10.488,328.219,0
7069,774.011,178.291,292.076,0
7070,715.598,222.491,223.563,0
7071,715.052,234.359,190.195,0
7072,713.622,235.783,232.753,0
7073,761.671,178.034,298.059,0
7074,1046.632,8.552,362.525,0
7075,1145.16,0,286.89,0
7076,449.563,175.897,171.833,0
7077,446.472,0,172.945,0
7078,445.665,0,123.572,0
7079,390.421,0,67.122,0
7080,388.023,0,36.13,0
7081,388.019,0,27.507,0
7082,388.016,0,22.106,0
7083,388.008,0,15.646,0
7084,388.008,0,15.646,0
7085,435.236,0,22.096,0
7086,720.945,115.892,63.036,0
7087,440.52,277.728,145.494,0
7088,392.197,310.966,228.685,0
7089,392.234,291.502,300.912,0
7090,392.247,258.07,328.484,0
7091,392.253,211.801,335.983,0
7092,728.96,0,265.14,0
7093,442.302,99.113,255.995,0
7094,390.841,123.086,214.491,0
7095,390.827,124.444,192.998,0
7096,390.791,138.935,117.944,0
7097,436.042,97.76,187.679,0
7098,704.501,0.163,249.8,0
7099,804.478,0,268.223,0
7100,437.576,77.189,151.681,0
7101,434.837,0,132.592,0
7102,434.953,0,123.42,0
7103,388.032,0,59.937,0
7104,388.02,0,28.708,0
7105,388.013,0,17.84,0
7106,388.008,0,19.838,0
7107,388.008,0,19.865,0
7108,388.009,0,15.495,0
7109,435.049,0,124.728,0
7110,714.894,51.859,326.251,0
7111,975.177,995.737,336.74,0
7112,1459.169,901.093,349.628,0
7113,1770.085,809.142,367.191,0
7114,2041.973,717.931,347.642,0
7115,1751.16,657.781,310.241,0
7116,1450.97,412.016,306.072,0
7117,1526.729,475.106,327.247,0
7118,2053.477,459.267,299.239,0
7119,1756.517,484.392,257.923,0
7120,1530.679,475.724,229.32,0
7121,984.918,433.096,243.405,0
7122,1044.765,1.963,286.585,0
7123,1142.652,0,286.524,0
7124,450.533,182.711,230.741,0
7125,445.968,0,182.251,0
7126,445.458,0,95.93,0
7127,390.633,0,68.928,0
7128,388.02,0,28.813,0
7129,388.013,0,17.948,0
7130,388.008,0,20.065,0
7131,388.008,0,20.086,0
7132,388.009,0,15.624,0
7133,435.524,0,124.914,0
7134,732.202,167.367,326.604,0
7135,978.341,1018.786,325.925,0
7136,1471.061,927.3,350.099,0
7137,1777.36,822.109,367.723,0
7138,2049.324,701.706,348.133,0
7139,1756.455,669.036,310.687,0
7140,1457.099,398.536,306.484,0
7141,1529.008,375.246,327.481,0
7142,2055.43,331.631,299.362,0
7143,1757.769,364.265,257.973,0
7144,1526.02,383.336,229.372,0
7145,983.246,390.698,243.466,0
7146,1041.052,3.056,286.624,0
7147,1136.777,0,286.548,0
7148,450.173,215.342,230.72,0
7149,446.664,0,182.23,0
7150,446.786,0,95.912,0
7151,390.45,0,68.896,0
7152,388.02,0,28.8,0
7153,388.013,0,17.936,0
7154,388.008,0,20.05,0
7155,388.008,0,20.073,0
7156,388.009,0,15.611,0
7157,435.143,0,124.897,0
7158,726.916,194.038,326.557,0
7159,978.161,977.212,325.828,0
7160,1470.984,761.854,349.754,0
7161,1776.359,551.074,367.075,0
7162,2047.905,396.864,347.278,0
7163,1751.711,329.774,309.773,0
7164,1455.162,134.001,305.549,0
7165,1526.228,107.053,326.638,0
7166,2047.516,122.906,298.595,0
7167,1753.38,157.037,257.415,0
7168,1521.966,199.498,228.968,0
7169,981.206,220.201,243.155,0
7170,1055.604,0,286.265,0
7171,1145.331,0,286.18,0
7172,450.786,106.985,230.456,0
7173,445.801,0,181.987,0
7174,445.239,0,95.755,0
7175,390.704,0,68.77,0
7176,388.02,0,28.716,0
7177,388.013,0,17.836,0
7178,388.008,0,19.794,0
7179,388.008,0,19.805,0
7180,388.009,0,15.447,0
7181,435.093,0,124.639,0
7182,725.49,18.182,326.031,0
7183,977.437,565.734,325.059,0
7184,1458.477,505.518,349.443,0
7185,1761.29,451.877,367.076,0
7186,2033.507,403.837,347.583,0
7187,1740.217,389.303,310.175,0
7188,1458.806,215.86,306.26,0
7189,1524.539,296.024,327.333,0
7190,2049.334,290.237,299.256,0
7191,1756.862,321.027,257.899,0
7192,1528.734,310.851,229.248,0
7193,980.257,267.812,243.279,0
7194,1049.791,0,286.397,0
7195,1145.059,0,286.301,0
7196,451.07,142.532,230.531,0
7197,445.827,0,182.046,0
7198,444.886,0,95.795,0
7199,390.436,0,68.799,0
7200,388.02,0,28.754,0
7201,388.013,0,17.903,0
7202,388.008,0,20.015,0
7203,388.008,0,20.064,0
7204,388.009,0,15.625,0
7205,435.263,0,124.941,0
7206,728.266,179.826,326.721,0
7207,972.996,938.593,325.996,0
7208,1464.482,780.96,350.164,0
7209,1774.883,619.236,367.684,0
7210,2046.298,471.308,348.003,0
7211,1752.187,417.22,310.481,0
7212,1450.196,183.271,306.258,0
7213,1531.233,243.764,327.467,0
7214,2052.869,244.479,299.492,0
7215,1754.826,308.66,258.193,0
7216,1526.205,349.367,229.624,0
7217,983.564,407.005,243.737,0
7218,1048.217,17.742,286.932,0
7219,1140.895,0.498,286.9,0
7220,450.525,284.721,231.008,0
7221,445.414,0,182.498,0
7222,444.721,0,96.088,0
7223,390.563,0,69.052,0
7224,388.02,0,28.035,0
7225,388.02,0,30.611,0
7226,388.016,0,20.8,0
7227,388.008,0,16.156,0
7228,388.008,0,16.169,0
7229,434.784,0,35.875,0
7230,723.736,346.819,93.418,0
7231,760.757,579.471,194.553,0
7232,717.636,571.911,322.106,0
7233,718.937,521.713,326.492,0
7234,718.67,452.011,301.242,0
7235,718.904,392.433,339.581,0
7236,1054.474,16.55,328.282,0
7237,772.239,221.32,292.127,0
7238,716.283,280.617,223.619,0
7239,717.152,309.449,190.297,0
7240,715.274,337.483,232.951,0
7241,759.291,290.055,298.452,0
7242,1042.316,42.102,362.889,0
7243,1145.163,4.263,287.189,0
7244,450.59,288.774,171.956,0
7245,445.995,0,173.072,0
7246,445.331,0,123.674,0
7247,390.619,0,67.158,0
7248,388.023,0,36.168,0
7249,388.019,0,27.544,0
7250,388.016,0,22.139,0
7251,388.008,0,15.706,0
7252,388.008,0,15.704,0
7253,435.597,0,22.136,0
7254,726.496,186.409,63.072,0
7255,442.048,438.429,145.599,0
7256,392.197,471.7,228.818,0
7257,392.234,455.31,301.132,0
7258,392.247,422.618,328.776,0
7259,392.253,395.893,336.371,0
7260,736.33,15.409,265.485,0
7261,447.619,259.572,256.382,0
7262,392.195,320.242,214.877,0
7263,392.181,334.389,193.377,0
7264,392.145,329.937,118.188,0
7265,440.624,255.887,188.047,0
7266,713.689,7.496,250.231,0
7267,818.501,0,268.635,0
7268,439.921,205.388,151.892,0
7269,434.357,0,132.772,0
7270,435.12,0,123.568,0
7271,388.032,0,60.001,0
7272,388.02,0,28.742,0
7273,388.013,0,17.867,0
7274,388.008,0,19.884,0
7275,388.008,0,19.9,0
7276,388.009,0,15.504,0
7277,435.43,0,124.716,0
7278,737.898,68.228,326.166,0
7279,977.988,1684.67,337.518,0
7280,1463.491,1496.465,349.776,0
7281,1769.15,1303.521,367.43,0
7282,2039.849,1110.531,347.873,0
7283,1748.962,1046.693,310.456,0
7284,1449.169,781.812,306.197,0
7285,1529.56,803.352,327.423,0
7286,2057.69,687.96,299.535,0
7287,1757.923,708.359,258.162,0
7288,1526.487,682.388,229.476,0
7289,982.865,674.781,243.448,0
7290,1039.26,1.251,286.544,0
7291,1133.887,0,286.492,0
7292,451.392,185.411,230.645,0
7293,446.133,0,182.145,0
7294,445.209,0,95.854,0
7295,390.591,0,68.843,0
7296,388.02,0,28.771,0
7297,388.013,0,17.911,0
7298,388.008,0,19.998,0
7299,388.008,0,20.025,0
7300,388.009,0,15.591,0
7301,435.169,0,124.866,0
7302,735.339,146.277,326.512,0
7303,1029.844,1180.846,335.937,0
7304,1543.93,928.646,367.507,0
7305,1883.466,646.931,395.046,0
7306,2186.383,338.204,375.027,0
7307,1866.677,335.857,330.135,0
7308,1471.629,288.142,312.8,0
7309,1602.498,142.822,344.334,0
7310,2189.819,158.121,326.679,0
7311,1864.871,223.762,282.778,0
7312,1642.053,262.017,244.76,0
7313,1033.475,323.005,248.628,0
7314,1044.772,0,286.423,0
7315,1145.711,0,286.353,0
7316,451.446,134.325,230.546,0
7317,445.968,0,182.072,0
7318,445.009,0,95.817,0
7319,390.633,0,68.816,0
7320,388.02,0,28.744,0
7321,388.013,0,17.865,0
7322,388.008,0,19.875,0
7323,388.008,0,19.886,0
7324,388.009,0,15.494,0
7325,434.639,0,124.707,0
7326,720.211,59.427,326.149,0
7327,1030.624,728.459,335.375,0
7328,1547.204,533.846,367.042,0
7329,1875.521,287.498,394.409,0
7330,2183.01,188.692,374.615,0
7331,1862.059,132.596,329.655,0
7332,1457.313,45.025,312.167,0
7333,1593.292,0.11,343.536,0
7334,2180.762,21.243,325.799,0
7335,1857.047,72.23,282.117,0
7336,1632.23,106.428,244.23,0
7337,1020.093,48.859,248.162,0
7338,1044.194,0,285.936,0
7339,1144.71,0,285.867,0
7340,448.677,8.557,230.199,0
7341,445.909,0,181.758,0
7342,445.234,0,95.622,0
7343,390.436,0,68.658,0
7344,388.02,0,28.647,0
7345,388.013,0,17.772,0
7346,388.008,0,19.663,0
7347,388.008,0,19.684,0
7348,388.009,0,15.385,0
7349,435.431,0,124.565,0
7350,724.805,0,325.876,0
7351,1025.588,278.926,334.864,0
7352,1544.757,258.625,366.946,0
7353,1875.537,224.04,394.772,0
7354,2183.197,199.913,375.209,0
7355,1858.065,194.922,330.373,0
7356,1464.35,80.404,313.047,0
7357,1600.714,20.871,344.401,0
7358,2189.723,59.674,326.463,0
7359,1860.98,88.005,282.433,0
7360,1631.791,105.329,244.365,0
7361,1021.604,49.119,248.267,0
7362,1037.096,0,286.068,0
7363,1134.976,0,285.997,0
7364,448.518,23.234,230.315,0
7365,445.481,0,181.859,0
7366,445.352,0,95.685,0
7367,390.52,0,68.712,0
7368,388.02,0,28.676,0
7369,388.013,0,17.794,0
7370,388.008,0,19.702,0
7371,388.008,0,19.713,0
7372,388.009,0,15.396,0
7373,435.41,0,124.569,0
7374,716.764,1.896,325.886,0
7375,1024.092,263.4,334.888,0
7376,1543.151,253.267,366.89,0
7377,1879.024,226.883,394.667,0
7378,2184.169,205.287,375.09,0
7379,1860.801,197.483,330.272,0
7380,1472.91,59.157,312.974,0
7381,1605.843,78.447,344.563,0
7382,2190.893,151.971,326.771,0
7383,1866.092,178.422,282.764,0
7384,1639.285,183.949,244.628,0
7385,1029.289,111.378,248.463,0
7386,1050.09,0,286.32,0
7387,1145.299,0,286.202,0
7388,451.883,72.916,230.454,0
7389,446.499,0,181.985,0
7390,445.029,0,95.79,0
7391,390.563,0,68.768,0
7392,388.02,0,27.849,0
7393,388.02,0,30.417,0
7394,388.016,0,20.605,0
7395,388.008,0,15.834,0
7396,388.008,0,15.854,0
7397,435.219,0,35.671,0
7398,720.356,6.786,93.105,0
7399,760.771,222.27,193.814,0
7400,717.871,269.089,321.292,0
7401,719.933,268.205,325.822,0
7402,718.881,243.71,300.686,0
7403,719.482,225.301,339.022,0
7404,1059.031,0,327.748,0
7405,774.337,102.579,291.735,0
7406,715.729,174.09,223.316,0
7407,715.743,193.227,190.001,0
7408,714.851,202.022,232.507,0
7409,760.987,124.266,297.772,0
7410,1054.198,0,362.088,0
7411,1150.161,0,286.568,0
7412,451.752,99.228,171.642,0
7413,446.62,0,172.728,0
7414,446.057,0,123.423,0
7415,390.478,0,66.993,0
7416,388.023,0,36.079,0
7417,388.019,0,27.491,0
7418,388.016,0,22.116,0
7419,388.008,0,15.679,0
7420,388.008,0,15.701,0
7421,435.596,0,22.149,0
7422,729.014,118.335,63.13,0
7423,441.185,382.82,145.694,0
7424,392.197,384.618,228.848,0
7425,392.234,339.213,301.026,0
7426,392.247,280.353,328.524,0
7427,392.253,214.035,335.947,0
7428,729.803,0,264.99,0
7429,443.51,32.291,255.934,0
7430,392.195,87.546,214.503,0
7431,392.181,128.662,193.079,0
7432,392.145,185.953,118.056,0
7433,442.467,114.537,187.825,0
7434,716.575,0,250.037,0
7435,805.042,0,268.531,0
7436,439.083,136.951,151.896,0
7437,434.214,0,132.808,0
7438,434.376,0,123.66,0
7439,388.032,0,60.077,0
7440,388.02,0,28.81,0
7441,388.013,0,17.947,0
7442,388.008,0,20.082,0
7443,388.008,0,20.11,0
7444,388.009,0,15.643,0
7445,435.071,0,124.965,0
7446,716.831,201.178,326.733,0
7447,1028.044,1422.43,347.708,0
7448,1547.593,1179.226,367.895,0
7449,1885.211,841.326,395.382,0
7450,2194.734,631.016,375.676,0
7451,1875.96,558.775,330.644,0
7452,1469.657,398.069,313.088,0
7453,1619.336,335.3,344.726,0
7454,2197.493,300.801,327.11,0
7455,1876.22,360.615,283.133,0
7456,1647.197,422.36,245.084,0
7457,1036.223,442.44,248.821,0
7458,1047.488,0,286.635,0
7459,1142.745,0,286.576,0
7460,451.041,178.208,230.691,0
7461,446.243,0,182.2,0
7462,445.333,0,95.895,0
7463,390.591,0,68.875,0
7464,388.02,0,28.783,0
7465,388.013,0,17.909,0
7466,388.008,0,19.97,0
7467,388.008,0,19.983,0
7468,388.009,0,15.555,0
7469,435.479,0,124.799,0
7470,736.428,95.458,326.35,0
7471,1033.733,928.841,335.741,0
7472,1550.358,788.697,367.524,0
7473,1884.604,651.37,395.408,0
7474,2193.353,486.831,375.735,0
7475,1868.165,439.042,330.693,0
7476,1469.36,277.586,313.25,0
7477,1605.724,297.984,344.853,0
7478,2197.349,255.903,327.142,0
7479,1871.642,308.974,283.091,0
7480,1644.604,318.788,244.951,0
7481,1032.253,334.308,248.722,0
7482,1047.719,0.429,286.545,0
7483,1140.837,0,286.504,0
7484,451.72,181.668,230.646,0
7485,446.408,0,182.179,0
7486,445.576,0,95.886,0
7487,390.478,0,68.876,0
7488,388.02,0,28.797,0
7489,388.013,0,17.94,0
7490,388.008,0,20.083,0
7491,388.008,0,20.115,0
7492,388.009,0,15.647,0
7493,436.008,0,124.964,0
7494,733.872,209.62,326.721,0
7495,1028.888,1032.24,336.245,0
7496,1550.615,814.932,367.827,0
7497,1887.22,579.925,395.469,0
7498,2187.142,392.333,375.59,0
7499,1867.468,319.181,330.476,0
7500,1477.623,129.219,312.947,0
7501,1605.938,103.271,344.463,0
7502,2191.179,150.602,326.669,0
7503,1861.818,179.954,282.737,0
7504,1630.648,240.994,244.784,0
7505,1029.056,226.886,248.648,0
7506,1040.766,1.062,286.543,0
7507,1133.874,0,286.556,0
7508,450.187,200.08,230.735,0
7509,445.626,0,182.288,0
7510,445.036,0,95.981,0
7511,390.591,0,68.965,0
7512,388.02,0,28.859,0
7513,388.013,0,18.015,0
7514,388.008,0,20.273,0
7515,388.008,0,20.319,0
7516,388.009,0,15.783,0
7517,435.718,0,125.184,0
7518,728.879,362.929,327.193,0
7519,1031.034,1232.549,336.973,0
7520,1553.947,1016.567,368.51,0
7521,1889.185,799.161,396.296,0
7522,2188.735,568.985,376.446,0
7523,1866.203,500.983,331.254,0
7524,1473.666,228.127,313.679,0
7525,1605.362,298.989,345.301,0
7526,2193.872,292.539,327.653,0
7527,1876.254,350.056,283.615,0
7528,1642.334,442.142,245.539,0
7529,1033.351,456.119,249.25,0
7530,1050.375,46.987,287.071,0
7531,1141.02,6.37,287.038,0
7532,451.348,318.897,231.024,0
7533,446.117,0,182.496,0
7534,445.51,0,96.084,0
7535,390.535,0,69.023,0
7536,388.02,0,28.876,0
7537,388.013,0,18.005,0
7538,388.008,0,20.183,0
7539,388.008,0,20.189,0
7540,388.009,0,15.675,0
7541,434.566,0,124.969,0
7542,723.563,282.643,326.662,0
7543,1032.487,1068.533,336.331,0
7544,1555.859,935.945,367.956,0
7545,1888.554,794.247,395.88,0
7546,2194.488,617.612,376.177,0
7547,1868.43,600.174,331.157,0
7548,1473.788,368.707,313.68,0
7549,1613.161,456.498,345.338,0
7550,2192.399,410.642,327.68,0
7551,1868.916,451.815,283.554,0
7552,1643.541,463.233,245.348,0
7553,1037.06,458.844,249.035,0
7554,1043.017,35.273,286.831,0
7555,1138.541,3.118,286.748,0
7556,451.004,272.691,230.785,0
7557,446.636,0,182.294,0
7558,445.921,0,95.936,0
7559,390.648,0,68.899,0
7560,388.02,0,27.942,0
7561,388.02,0,30.517,0
7562,388.016,0,20.709,0
7563,388.008,0,16.014,0
7564,388.008,0,16.026,0
7565,434.837,0,35.784,0
7566,721.974,222.854,93.274,0
7567,758.824,472.045,194.299,0
7568,717.517,511.167,321.971,0
7569,717.988,504.03,326.535,0
7570,718.283,481.364,301.429,0
7571,718.299,463.413,339.945,0
7572,1066.064,80.071,328.722,0
7573,772.879,353.122,292.624,1
7574,717.172,406.362,223.985,0
7575,716.639,419.458,190.61,0
7576,714.549,412.895,233.246,0
7577,761.292,322.019,298.734,0
7578,1049.218,52.936,363.124,0
7579,1140.284,6.82,287.425,0
7580,450.888,305.116,171.978,0
7581,445.564,0,173.076,0
7582,445.055,0,123.675,0
